,15853,13210,14732,14729,13808,14735,12908,14733,14431,15631,15591,14563,15847,13870,14939,14562,15467,12907,14428,15849,14193,15580,15848,12909,14349,15466,14736,14565,13809,12480,15463,12906,14351,12680,13225,14567,14935,14559,14719,14333,14734
units”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212765957447
API,0,0,0,0,0,0,0.00484261501211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228050171038,0,0,0,0,0,0,0,0,0,0,0.0119521912351,0,0,0,0,0,0,0,0
mean,0,0.00813008130081,0,0,0.00239520958084,0.00322580645161,0,0,0,0,0.00460299194476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383877159309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756429652042,0,0,0,0,0,0,0.00631313131313,0,0,0,0.00396825396825,0,0,0,0,0,0,0,0.0199203187251,0,0,0,0,0,0,0,0
extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252143217347,0,0,0,0,0.0046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
segmenttemplate,0,0.00406504065041,0,0,0,0,0.00484261501211,0.0073732718894,0,0,0,0,0,0,0,0,0,0.00271002710027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tileset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396825396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
network,0,0,0,0,0,0,0,0,0,0.00472727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199146514936,0,0,0,0,0.00376647834275,0,0,0,0.00958348691485,0.00882352941176,0
segmentalignmenttrue,0,0,0,0,0,0,0.00484261501211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
itemcount4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304465493911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
